objectid,stop_uid,stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_agncy,wheelchair,intersec,stop_place,parent_sta,lat,lng
5238,NCTD_21713,21713,21713,Rancho Santa Fe Rd & Grand Av,33.146368,-117.200072,NCTD,,F-N/B,,,33.14636319,-117.2000601
5239,NCTD_21723,21723,21723,Valley Pkwy & Citracado Pkwy,33.097098,-117.111007,NCTD,,F-E/B,,,33.09709319,-117.1109951
5240,NCTD_21724,21724,21724,Valley Pkwy & Vermel Av,33.0996,-117.108406,NCTD,,F-N/B,,,33.09959519,-117.1083941
5241,NCTD_21727,21727,21727,Rock Springs Rd & Mission Av,33.12724,-117.097572,NCTD,,F-N/B,rocmis,,33.12723519,-117.0975601
5242,NCTD_21728,21728,21728,Morning View Dr & Lincoln Av,33.132785,-117.094625,NCTD,,F-N/B,,,33.13278019,-117.0946131
5243,NCTD_21730,21730,21730,Broadway & Vista Av,33.154162,-117.091669,NCTD,,F-N/B,,,33.15415718,-117.0916571
5244,NCTD_21732,21732,21732,Broadway & Sheridan Av,33.143656,-117.09001,NCTD,,F-N/B,,,33.14365118,-117.0899981
5245,NCTD_21733,21733,21733,Broadway & El Norte Pkwy,33.140432,-117.089484,NCTD,,F-N/B,brenpN,,33.14042718,-117.0894721
5246,NCTD_21734,21734,21734,Escondido Bl & Washington Av,33.126417,-117.088134,NCTD,,F-N/B,,,33.12641219,-117.0881221
5247,NCTD_21736,21736,21736,Broadway & Lincoln Av,33.134267,-117.086904,NCTD,,F-N/B,,,33.13426218,-117.0868921
5248,NCTD_21737,21737,21737,Broadway & Mission Av,33.130915,-117.08541,NCTD,,F-N/B,,,33.13091018,-117.0853981
5249,NCTD_21739,21739,21739,Broadway & Park Av,33.12904,-117.084677,NCTD,,F-N/B,broprk,,33.12903519,-117.0846651
5250,NCTD_21748,21748,21748,Escondido Bl & 6th Av,33.116108,-117.081157,NCTD,,F-N/B,,,33.11610319,-117.0811451
5251,NCTD_21749,21749,21749,Escondido Bl & 9th Av,33.113213,-117.079105,NCTD,,F-N/B,,,33.11320819,-117.0790931
5252,NCTD_21754,21754,21754,Escondido Bl & 13th Av,33.10986,-117.076735,NCTD,,F-N/B,esc13,,33.10985519,-117.0767231
5253,NCTD_21758,21758,21758,Escondido Bl & Felicita Av,33.105229,-117.073393,NCTD,,F-N/B,escfel,,33.10522419,-117.0733811
5254,NCTD_21766,21766,21766,Pala Mission Rd & Temecula Rd,33.365156,-117.072053,NCTD,,F-W/B,,,33.36515116,-117.0720411
5255,NCTD_21773,21773,21773,Bear Valley Pkwy & Mary Ln (San Pasqual HS),33.07715,-117.057368,NCTD,,N-N/B,bvpmry,,33.07714519,-117.0573561
5256,NCTD_21774,21774,21774,Bear Valley Pkwy & Peet Ln,33.085837,-117.056958,NCTD,,N-N/B,,,33.08583219,-117.0569461
5257,NCTD_21777,21777,21777,Midway Dr & Mission Av,33.144316,-117.056046,NCTD,,N-N/B,,,33.14431118,-117.0560341
5258,NCTD_21779,21779,21779,Midway Dr & 460,33.139018,-117.052508,NCTD,,M-Street-N/B,valmid,,33.13901318,-117.0524961
5259,NCTD_21780,21780,21780,Citrus Av & Bear Valley Pkwy,33.138626,-117.042664,NCTD,,F-N/B,,,33.13862118,-117.0426521
5260,NCTD_21784,21784,21784,Valley Center Rd & Woods Valley Rd,33.206321,-117.033271,NCTD,,F-N/B,,,33.20631617,-117.0332591
5261,NCTD_21785,21785,21785,Hwy 76 & Adams Dr,33.340651,-117.012982,NCTD,,F-W/B,,,33.34064616,-117.0129701
5262,NCTD_21786,21786,21786,Hwy 78 & Horizon View Dr,33.07523,-116.902692,NCTD,,F-N/B,,,33.07522518,-116.9026801
5263,NCTD_21794,21794,21794,Oceanside Bl & Macdonald St,33.199141,-117.347618,NCTD,,M-Street-E/B,,,33.19913619,-117.347606
5264,NCTD_21795,21795,21795,Mesa Dr & Wilcox St,33.210275,-117.34132,NCTD,,N-S/B,,,33.21027019,-117.341308
5265,NCTD_21796,21796,21796,Oceanside Blvd & El Camino Real,33.201865,-117.334587,NCTD,,F-W/B,oceecr,,33.20186019,-117.334575
5266,NCTD_21797,21797,21797,El Camino Real & Coco Palms Dr (Trico MHP),33.229582,-117.328344,NCTD,,F-E/B,douecr,,33.22957719,-117.328332
5267,NCTD_21798,21798,21798,Carlsbad Village Dr & Pontiac Dr,33.171522,-117.313487,NCTD,,N-E/B,carpon,,33.17151719,-117.313475
5268,NCTD_21799,21799,21799,Carlsbad Village Dr & Pontiac Dr,33.171863,-117.313041,NCTD,,F-W/B,carpon,,33.17185819,-117.313029
5269,NCTD_21801,21801,21801,Barnard Dr & MiraCosta College,33.18904,-117.3005,NCTD,,M-Street-E/B,,,33.18903519,-117.300488
5270,NCTD_21803,21803,21803,Encinitas Bl & Town & Country,33.046764,-117.281782,NCTD,,N-E/B,,,33.04675921,-117.2817701
5271,NCTD_21804,21804,21804,Oceanside Blvd & St Margarets Church,33.210254,-117.278657,NCTD,,M-Street-W/B,,,33.21024919,-117.278645
5272,NCTD_21806,21806,21806,Oceanside Blvd & Catalina Cir,33.219413,-117.264372,NCTD,,M-Street-W/B,,,33.21940818,-117.26436
5273,NCTD_21807,21807,21807,Oceanside Blvd & Catalina Cir,33.219139,-117.264053,NCTD,,M-Street-E/B,,,33.21913418,-117.264041
5274,NCTD_21810,21810,21810,Via De La Valle & 2705,32.980491,-117.249682,NCTD,,F-E/B,vafloE,,32.98048621,-117.2496701
5275,NCTD_21811,21811,21811,W Vista Way & Melrose Plaza,33.196094,-117.252344,NCTD,,N-E/B,,,33.19608919,-117.252332
5276,NCTD_21812,21812,21812,Bobier Dr & Heidi Cir,33.221242,-117.240933,NCTD,,N-E/B,,,33.22123718,-117.240921
5277,NCTD_21813,21813,21813,Via De La Valle & El Camino Real (N),32.983359,-117.225006,NCTD,,F-E/B,,,32.98335421,-117.2249941
5278,NCTD_21814,21814,21814,S Santa Fe Av & 1275,33.187777,-117.225668,NCTD,,M-Street-S/B,,,33.18777219,-117.2256561
5279,NCTD_21815,21815,21815,S Santa Fe Av & Mar Vista Dr (1411),33.184252,-117.222618,NCTD,,F-E/B,,,33.18424719,-117.2226061
5280,NCTD_21816,21816,21816,S Santa Fe Av & 2511,33.163824,-117.205415,NCTD,,M-Street-S/B,,,33.16381919,-117.2054031
5281,NCTD_21825,21825,21825,Mission Av & Gamble St,33.131804,-117.080359,NCTD,,M-Street-E/B,,,33.13179919,-117.0803471
5282,NCTD_21828,21828,21828,Valley Pkwy & Imperial Escondido MHP,33.140049,-117.046697,NCTD,,M-Street-W/B,,,33.14004418,-117.0466851
5283,NCTD_21829,21829,21829,Valley Pkwy & Citrus Av (Ralphs),33.141382,-117.043042,NCTD,,F-E/B,,,33.14137718,-117.0430301
5284,NCTD_21831,21831,21831,Glenridge Rd & Vulcan Pl,33.128965,-117.039131,NCTD,,N-W/B,oghsW,,33.12896018,-117.0391191
5285,NCTD_21832,21832,21832,Valley Center Rd & Miller Rd,33.231057,-117.032929,NCTD,,F-W/B,,,33.23105217,-117.0329171
5286,NCTD_21833,21833,21833,Valley Center Rd & Mirar De Valle Rd,33.21088,-117.033679,NCTD,,F-S/B,,,33.21087517,-117.0336671
5287,NCTD_21834,21834,21834,Valley Center Rd & Valley Center Plaza,33.217364,-117.033679,NCTD,,M-Special_Loc,,,33.21735917,-117.0336671
5288,NCTD_21835,21835,21835,Valley Center Rd & Cole Grade Rd,33.231258,-117.026336,NCTD,,F-W/B,valcoW,,33.23125317,-117.0263241
5289,NCTD_21836,21836,21836,Valley Center Rd & Irish Oaks Rd (29779),33.22827,-117.011234,NCTD,,N-W/B,,,33.22826517,-117.0112221
5290,NCTD_21837,21837,21837,Valley Center Rd & Rock Hill Ranch Rd,33.228328,-117.006247,NCTD,,F-W/B,,,33.22832317,-117.0062351
5291,NCTD_21838,21838,21838,Valley Center Rd & Sunset Rd,33.228303,-116.98138,NCTD,,F-W/B,,,33.22829817,-116.9813681
5292,NCTD_21839,21839,21839,Valley Center Rd & Kolb Rd,33.247043,-116.963696,NCTD,,F-S/B,,,33.24703817,-116.9636841
5293,NCTD_21840,21840,21840,Valley Center Rd & Morningstar Ln,33.248918,-116.963453,NCTD,,F-S/B,,,33.24891317,-116.9634411
5294,NCTD_21843,21843,21843,Valley Center Rd & Boucher Heights Rd,33.256039,-116.959327,NCTD,,N-S/B,,,33.25603416,-116.9593151
5295,NCTD_21844,21844,21844,Valley Center Rd & Golsh Rd,33.277455,-116.953759,NCTD,,N-S/B,,,33.27745016,-116.9537471
5296,NCTD_21845,21845,21845,Valley Center Rd & South Resort Dr (Harrah's),33.268985,-116.953851,NCTD,,F-S/B,rincaS,,33.26898016,-116.9538391
5297,NCTD_21846,21846,21846,Valley Center Rd & Arviso Rd,33.270169,-116.953864,NCTD,,F-S/B,,,33.27016416,-116.9538521
5298,NCTD_21847,21847,21847,Valley Center Rd & Tribal Rd,33.272782,-116.953776,NCTD,,F-S/B,,,33.27277716,-116.9537641
5299,NCTD_21848,21848,21848,Hwy 78 & Across From Turnout,33.087979,-116.937454,NCTD,,M-Special_Loc,,,33.08797418,-116.9374421
5300,NCTD_21852,21852,21852,Vandegrift Bl & Building 22831,33.287668,-117.371183,NCTD,,M-Street-E/B,,,33.28766318,-117.371171
5301,NCTD_21853,21853,21853,Oceanside Bl & Coast Hwy,33.184039,-117.368724,NCTD,,N-W/B,ocecoa,,33.18403419,-117.368712
5302,NCTD_21854,21854,21854,Oceanside Blvd & I-5,33.189469,-117.363506,NCTD,,N-E/B,,,33.18946419,-117.363494
5303,NCTD_21855,21855,21855,Vandegrift Bl & 7th St,33.294332,-117.357808,NCTD,,F-W/B,,,33.29432718,-117.357796
5304,NCTD_21857,21857,21857,Oceanside Blvd & Crouch St,33.19439,-117.35441,NCTD,,F-E/B,osdcrE,,33.19438519,-117.354398
5305,NCTD_21858,21858,21858,11th St & Vandegrift Bl,33.298137,-117.346299,NCTD,,F-S/B,,,33.29813218,-117.346287
5306,NCTD_21864,21864,21864,Oceanside Blvd & Rancho Del Oro Dr,33.203201,-117.31195,NCTD,,F-W/B,osrdoW,,33.20319619,-117.311938
5307,NCTD_21865,21865,21865,MiraCosta College,33.190174,-117.301117,NCTD,,M-Street-E/B,mircoE,,33.19016919,-117.301105
5308,NCTD_21866,21866,21866,Oceanside Blvd & Corporate Centre Dr,33.203696,-117.30591,NCTD,,N-E/B,,,33.20369119,-117.305898
5309,NCTD_21867,21867,21867,Waring Rd & Camarillo Av,33.186608,-117.29412,NCTD,,N-N/B,,,33.18660319,-117.294108
5310,NCTD_21870,21870,21870,Saxony Rd & Saxony Pl,33.053697,-117.285478,NCTD,,N-S/B,,,33.05369221,-117.2854661
5311,NCTD_21871,21871,21871,W Vista Way & Cedar Rd,33.186253,-117.283402,NCTD,,F-E/B,,,33.18624819,-117.28339
5312,NCTD_21872,21872,21872,Oceanside Bl & Arroyo Av,33.208744,-117.280885,NCTD,,F-E/B,,,33.20873919,-117.280873
5313,NCTD_21874,21874,21874,Oceanside Blvd & Beverly Glen Dr,33.212933,-117.274952,NCTD,,F-E/B,,,33.21292819,-117.27494
5314,NCTD_21876,21876,21876,Encinitas Bl & Beechtree Dr,33.046164,-117.262098,NCTD,,F-W/B,,,33.0461592,-117.2620861
5315,NCTD_21879,21879,21879,Bobier Dr & Kiva Ln,33.221252,-117.243394,NCTD,,F-E/B,,,33.22124718,-117.243382
5316,NCTD_21881,21881,21881,Park Center Dr & 1335,33.140367,-117.238832,NCTD,,M-Street-N/B,,,33.14036219,-117.2388201
5317,NCTD_21883,21883,21883,S Santa Fe Av & 1011,33.192354,-117.230662,NCTD,,M-Street-E/B,,,33.19234919,-117.2306501
5318,NCTD_21884,21884,21884,S Santa Fe Av & Monte Vista Dr (1069),33.190941,-117.228282,NCTD,,M-Street-E/B,ssfmv,,33.19093619,-117.2282701
5319,NCTD_21885,21885,21885,Vale Terrace Dr & Brengle Terrace Pk,33.206129,-117.219354,NCTD,,N-E/B,brengE,,33.20612418,-117.2193421
5320,NCTD_21886,21886,21886,Via De La Valle & Las Palomas,32.994258,-117.212169,NCTD,,N-E/B,,,32.99425321,-117.2121571
5321,NCTD_21889,21889,21889,Mission Rd & Knoll Rd,33.145072,-117.172851,NCTD,,F-E/B,,,33.14506719,-117.1728391
5322,NCTD_21891,21891,21891,Mission Rd & Mission Hills Ct,33.143883,-117.144753,NCTD,,M-Street-E/B,,,33.14387819,-117.1447411
5323,NCTD_21893,21893,21893,Country Club Ln & Montego Av,33.157363,-117.103364,NCTD,,F-E/B,,,33.15735818,-117.1033521
5324,NCTD_21895,21895,21895,Valley Pkwy & Ivy St,33.125124,-117.077339,NCTD,,F-W/B,,,33.12511919,-117.0773271
5325,NCTD_21896,21896,21896,Sunset Dr & Royal Crest Dr,33.09698,-117.063925,NCTD,,F-N/B,,,33.09697519,-117.0639131
5326,NCTD_21897,21897,21897,Valley Pkwy & Eastwood Meadows MHP,33.142608,-117.041154,NCTD,,M-Street-W/B,,,33.14260318,-117.0411421
5327,NCTD_21898,21898,21898,Glenridge Rd & Vulcan Pl,33.128763,-117.03921,NCTD,,F-E/B,oghsE,,33.12875818,-117.0391981
5328,NCTD_21899,21899,21899,Valley Center Rd & Irish Oaks Rd,33.228141,-117.010713,NCTD,,F-W/B,,,33.22813617,-117.0107011
5329,NCTD_21900,21900,21900,Hwy 78 & San Pasqual School,33.08896,-116.979231,NCTD,,F-E/B,,,33.08895518,-116.9792191
5330,NCTD_21901,21901,21901,Valley Center Rd & Sunset Rd,33.228159,-116.981322,NCTD,,N-E/B,,,33.22815417,-116.9813101
5331,NCTD_21902,21902,21902,Hwy 78 & FAH Medical Station,33.089845,-116.975963,NCTD,,F-E/B,,,33.08984018,-116.9759511
5332,NCTD_21904,21904,21904,Valley Center Rd & S Paradise Creek Ln,33.244892,-116.963817,NCTD,,F-N/B,,,33.24488717,-116.9638051
5333,NCTD_21907,21907,21907,Valley Center Rd & South Resort Dr (Harrah's),33.268607,-116.953649,NCTD,,N-N/B,rincaN,,33.26860216,-116.9536371
5334,NCTD_21908,21908,21908,Valley Center Rd & McCormick Rd,33.270915,-116.95361,NCTD,,F-N/B,,,33.27091016,-116.9535981
5335,NCTD_21909,21909,21909,Valley Center Rd & Mazzetti Ln,33.277369,-116.953585,NCTD,,F-N/B,,,33.27736416,-116.9535731
5336,NCTD_21910,21910,21910,Valley Center Rd & Tribal Rd,33.273732,-116.953595,NCTD,,N-N/B,,,33.27372716,-116.9535831
5337,NCTD_21911,21911,21911,Hwy 78 & San Pasqual Academy,33.090456,-116.948499,NCTD,,N-E/B,78spa,,33.09045118,-116.9484871
5338,NCTD_21912,21912,21912,Hwy 78 & Mountain View Church,33.061941,-116.871653,NCTD,,F-S/B,78have,,33.06193618,-116.8716411
5339,NCTD_21917,21917,21917,Stuart Mesa & Donald Cook Rd,33.257162,-117.421532,NCTD,,N-W/B,,,33.25715719,-117.42152
5340,NCTD_21926,21926,21926,Coast Hwy & Eaton St,33.170442,-117.358041,NCTD,,N-N/B,,,33.1704372,-117.358029
5341,NCTD_21927,21927,21927,Carlsbad Bl & Cypress Av,33.161687,-117.353992,NCTD,,F-S/B,,,33.1616822,-117.35398
5342,NCTD_21930,21930,21930,Marron Rd & Monroe St,33.176656,-117.338715,NCTD,,F-W/B,,,33.17665119,-117.338703
5343,NCTD_21932,21932,21932,Marron Rd & Monroe St (Sears),33.177361,-117.334131,NCTD,,N-W/B,,,33.17735619,-117.334119
5344,NCTD_21934,21934,21934,Hwy 101 & Bishops Gate Rd,33.078665,-117.307162,NCTD,,M-Street-S/B,,,33.0786602,-117.30715
5345,NCTD_21935,21935,21935,Barnard Dr & Glaser Dr (Miracosta College),33.191186,-117.304352,NCTD,,N-N/B,mircoW,,33.19118119,-117.30434
5346,NCTD_21936,21936,21936,Barnard Dr & Barnard Dr,33.189359,-117.301213,NCTD,,M-Special_Loc,,,33.18935419,-117.301201
5347,NCTD_21937,21937,21937,College Bl & Plaza Dr,33.180603,-117.29571,NCTD,,N-N/B,lakcol,,33.18059819,-117.295698
5348,NCTD_21938,21938,21938,Hwy 101 & A St,33.05046,-117.294651,NCTD,,N-S/B,,,33.05045521,-117.2946391
5349,NCTD_21940,21940,21940,Yarrow Dr & 6231,33.121754,-117.273849,NCTD,,M-Special_Loc,,,33.1217492,-117.2738371
5350,NCTD_21942,21942,21942,N Santa Fe Av & Guajome Park,33.240795,-117.273677,NCTD,,F-W/B,,,33.24079018,-117.273665
5351,NCTD_21943,21943,21943,El Camino Real & Cassia Rd,33.113479,-117.27179,NCTD,,F-S/B,,,33.1134742,-117.2717781
5352,NCTD_21944,21944,21944,El Camino Real & La Costa Towne Ctr,33.081363,-117.266621,NCTD,,N-S/B,,,33.0813582,-117.2666091
5353,NCTD_21946,21946,21946,El Camino Real & Pointsettia Ln,33.107811,-117.268685,NCTD,,F-S/B,,,33.1078062,-117.2686731
5354,NCTD_21947,21947,21947,El Camino Real & Campus Point,33.132231,-117.26935,NCTD,,N-S/B,ecpal9,,33.13222619,-117.2693381
5355,NCTD_21948,21948,21948,El Camino Real & Costa Del Mar Rd,33.089014,-117.269481,NCTD,,F-S/B,,,33.0890092,-117.2694691
5356,NCTD_21949,21949,21949,El Camino Real & Garden View Rd,33.058042,-117.262894,NCTD,,F-S/B,ecrgvS,,33.0580372,-117.2628821
5357,NCTD_21950,21950,21950,El Camino Real & Camino Encinitas Plaza (318),33.05439,-117.261931,NCTD,,N-S/B,,,33.0543852,-117.2619191
5358,NCTD_21954,21954,21954,Via De La Valle & San Andres Dr,32.980963,-117.24889,NCTD,,F-W/B,vafloW,,32.98095821,-117.2488781
5359,NCTD_21955,21955,21955,S Mission Rd & Clemmens Ln,33.368661,-117.25065,NCTD,,N-N/B,,,33.36865617,-117.250638
5360,NCTD_21957,21957,21957,Park Center Dr & 1330,33.140785,-117.238695,NCTD,,M-Street-S/B,,,33.14078019,-117.2386831
5361,NCTD_21958,21958,21958,Bobier Dr & Heidi Cir,33.221429,-117.238715,NCTD,,M-Street-W/B,,,33.22142418,-117.2387031
5362,NCTD_21959,21959,21959,S Santa Fe Av & Monte Vista Dr (1070),33.19093,-117.22787,NCTD,,F-W/B,ssfmv,,33.19092519,-117.2278581
5363,NCTD_21960,21960,21960,Foothill Dr & E Vista Way,33.217377,-117.224258,NCTD,,M-Street-W/B,,,33.21737218,-117.2242461
5364,NCTD_21961,21961,21961,Via De La Valle & Caminito Porta Delgada,32.983942,-117.220454,NCTD,,F-W/B,,,32.98393721,-117.2204421
5365,NCTD_21963,21963,21963,Shadowridge Dr & Watson Way (780),33.166417,-117.221367,NCTD,,N-W/B,shawaW,,33.16641219,-117.2213551
5366,NCTD_21965,21965,21965,S Santa Fe Av & Azalea Dr,33.167919,-117.205842,NCTD,,N-N/B,,,33.16791419,-117.2058301
5367,NCTD_21966,21966,21966,S Santa Fe Av & Poinsettia Av (2430),33.164854,-117.205217,NCTD,,N-W/B,,,33.16484919,-117.2052051
5368,NCTD_21968,21968,21968,Mission Rd & San Marcos Senior Ctr,33.143039,-117.163683,NCTD,,M-Street-W/B,smseni,,33.14303419,-117.1636711
5369,NCTD_21969,21969,21969,Mission Rd & Mission Hills HS,33.143287,-117.142538,NCTD,,N-W/B,,,33.14328219,-117.1425261
5370,NCTD_21971,21971,21971,Mission Rd & Enterprise St (1564),33.126812,-117.113707,NCTD,,F-W/B,,,33.12680719,-117.1136951
5371,NCTD_21972,21972,21972,Country Club Ln & Montego Av,33.157576,-117.103497,NCTD,,N-W/B,,,33.15757118,-117.1034851
5372,NCTD_21975,21975,21975,Midway Dr & Valley Pkwy,33.139201,-117.052748,NCTD,,N-S/B,valmid,,33.13919618,-117.0527361
5373,NCTD_21976,21976,21976,Hwy 76 & Agua Tibia Ranch,33.354988,-117.031689,NCTD,,M-Special_Loc,,,33.35498316,-117.0316771
5374,NCTD_21977,21977,21977,Hwy 76 & Grassy Meadow Rd,33.322362,-116.995557,NCTD,,N-E/B,,,33.32235716,-116.9955451
5375,NCTD_21978,21978,21978,Hwy 78 & SD Archaeological Ctr,33.088649,-116.98153,NCTD,,M-Special_Loc,,,33.08864418,-116.9815181
5376,NCTD_21979,21979,21979,Hwy 76 & Lazy H Ranch Restaurant,33.290053,-116.96728,NCTD,,N-E/B,,,33.29004816,-116.9672681
5377,NCTD_21980,21980,21980,Hwy 78 & San Pasqual Academy,33.090646,-116.950499,NCTD,,F-W/B,78spa,,33.09064118,-116.9504871
5378,NCTD_21981,21981,21981,Hwy 78 & Turnout (18990 Hwy 78),33.088798,-116.937454,NCTD,,M-Special_Loc,,,33.08879318,-116.9374421
5379,NCTD_21985,21985,21985,Stuart Mesa & Edson Range,33.25865,-117.414291,NCTD,,N-W/B,,,33.25864519,-117.414279
5380,NCTD_21986,21986,21986,Santa Fe Av & Del Mar Gate,33.208473,-117.390526,NCTD,,N-N/B,,,33.20846819,-117.390514
5381,NCTD_21996,21996,21996,Mesa Dr & Hoover St,33.204339,-117.35036,NCTD,,N-W/B,,,33.20433419,-117.350348
5382,NCTD_21997,21997,21997,El Camino Real & Villa Mesa,33.210792,-117.333279,NCTD,,M-Special_Loc,,,33.21078719,-117.333267
5383,NCTD_22000,22000,22000,Vista Way & 3330 (Auto Club),33.180764,-117.314723,NCTD,,M-Special_Loc,,,33.18075919,-117.314711
5384,NCTD_22002,22002,22002,El Camino Real & W Ranch St,33.15178,-117.303926,NCTD,,N-W/B,,,33.15177519,-117.303914
5385,NCTD_22004,22004,22004,Vista Way & Tri-City Medical Center,33.183933,-117.290909,NCTD,,M-Special_Loc,,,33.18392819,-117.290897
5386,NCTD_22005,22005,22005,Santa Fe Dr & Scripps Hospital,33.036355,-117.284125,NCTD,,F-W/B,ScripH,,33.03635021,-117.2841131
5387,NCTD_22006,22006,22006,N Santa Fe Av & Alamosa Park Dr,33.24325,-117.278633,NCTD,,M-Street-W/B,,,33.24324518,-117.278621
5388,NCTD_22007,22007,22007,Hwy 101 & Solana Beach City Hall,32.983562,-117.269925,NCTD,,M-Special_Loc,,,32.98355721,-117.2699131
5389,NCTD_22008,22008,22008,El Camino Real & La Costa Towne Ctr,33.082216,-117.26668,NCTD,,F-N/B,,,33.0822112,-117.2666681
5390,NCTD_22009,22009,22009,San Rodolfo Dr & Plaza West,32.994151,-117.259783,NCTD,,F-W/B,,,32.99414621,-117.2597711
5391,NCTD_22013,22013,22013,Park Center Dr & 1280 (Watkins),33.142678,-117.236222,NCTD,,M-Street-W/B,,,33.14267319,-117.2362101
5392,NCTD_22014,22014,22014,Park Center Dr & Avenida Chelsea,33.143326,-117.233729,NCTD,,F-W/B,prkbuW,,33.14332119,-117.2337171
5393,NCTD_22015,22015,22015,Hwy 76 & Via Montellano,33.275783,-117.233435,NCTD,,F-N/B,,,33.27577818,-117.233423
5394,NCTD_22017,22017,22017,Rancho Santa Fe Rd & Security Pl,33.134486,-117.206446,NCTD,,N-S/B,,,33.13448119,-117.2064341
5395,NCTD_22018,22018,22018,Del Dios Hwy & Via Cuatro Caminos,33.034924,-117.17552,NCTD,,N-W/B,diocua,,33.0349192,-117.1755081
5396,NCTD_22020,22020,22020,CSUSM Craven Circle,33.128589,-117.160085,NCTD,,M-Street-N/B,csucra,,33.12858419,-117.1600731
5397,NCTD_22022,22022,22022,Country Club Ln & Abby Ln,33.15669,-117.123431,NCTD,,F-W/B,,,33.15668518,-117.1234191
5398,NCTD_22023,22023,22023,Mission Rd & Andreasen Dr,33.124651,-117.107935,NCTD,,F-W/B,,,33.12464619,-117.1079231
5399,NCTD_22025,22025,22025,Morning View Dr & Morning View Ter,33.140367,-117.09725,NCTD,,M-Street-N/B,,,33.14036218,-117.0972381
5400,NCTD_22028,22028,22028,Morning View Dr & Riverwalk Apts,33.138184,-117.096519,NCTD,,M-Street-N/B,,,33.13817919,-117.0965071
5401,NCTD_22032,22032,22032,Hwy 76 & Fox Raceway,33.363925,-117.059467,NCTD,,N-W/B,,,33.36392016,-117.0594551
5402,NCTD_22033,22033,22033,Hwy 76 & Agua Tibia Ranch,33.355071,-117.031466,NCTD,,N-W/B,,,33.35506616,-117.0314541
5403,NCTD_22034,22034,22034,Hwy 78 & Cloverdale Rd,33.097688,-117.021368,NCTD,,F-W/B,,,33.09768319,-117.0213561
5404,NCTD_22035,22035,22035,Hwy 76 & 14970,33.338216,-117.007011,NCTD,,F-W/B,,,33.33821116,-117.0069991
5405,NCTD_22036,22036,22036,San Diego Safari Park (Inside gate),33.09995,-117.001837,NCTD,,M-Special_Loc,wildpk,,33.09994518,-117.0018251
5406,NCTD_22037,22037,22037,Hwy 76 & Roberts Ranch,33.322463,-116.995361,NCTD,,F-N/B,,,33.32245816,-116.9953491
5407,NCTD_22038,22038,22038,Hwy 76 & Pauma Valley Dr,33.303435,-116.978338,NCTD,,F-N/B,,,33.30343016,-116.9783261
5408,NCTD_22039,22039,22039,Hwy 78 & FAH Medical Station,33.089934,-116.976199,NCTD,,N-W/B,,,33.08992918,-116.9761871
5409,NCTD_22040,22040,22040,Hwy 76 & Pauma Valley Community Ctr,33.29343,-116.969173,NCTD,,F-W/B,,,33.29342516,-116.9691611
5410,NCTD_22042,22042,22042,Hwy 78 & Ash St,33.060483,-116.871437,NCTD,,N-N/B,78have,,33.06047818,-116.8714251
5411,NCTD_22043,22043,22043,Basilone Rd & Bldg 53346 (Phone Ctr),33.377173,-117.479138,NCTD,,N-E/B,cphorS,,33.37716818,-117.479126
5412,NCTD_22049,22049,22049,Basilone Rd & Bldg 52540,33.393852,-117.513825,NCTD,,N-E/B,cponoS,,33.39384718,-117.513813
5413,NCTD_22050,22050,22050,Basilone Rd & Vicinity Bldg 520593,33.391911,-117.509787,NCTD,,N-E/B,,,33.39190618,-117.509775
5414,NCTD_22051,22051,22051,Basilone Rd & Horno Em Club,33.378722,-117.481583,NCTD,,N-S/B,,,33.37871718,-117.481571
5415,NCTD_22053,22053,22053,Stuart Mesa & Las Flores,33.288321,-117.440953,NCTD,,N-N/B,cpfloN,,33.28831619,-117.440941
5416,NCTD_22054,22054,22054,Edson Range & Bldg 31498,33.256626,-117.420701,NCTD,,N-E/B,,,33.25662119,-117.420689
5417,NCTD_22055,22055,22055,Main Gate & Edson Range,33.258627,-117.414885,NCTD,,N-E/B,,,33.25862219,-117.414873
5418,NCTD_22056,22056,22056,Brown St & Opp 43532 (Las Pulgas),33.349781,-117.412686,NCTD,,N-N/B,cppulN,,33.34977618,-117.412674
5419,NCTD_22058,22058,22058,Brown St & Bldg 43410,33.347265,-117.411467,NCTD,,N-N/B,,,33.34726018,-117.411455
5420,NCTD_22059,22059,22059,Brown St & Henderson,33.344261,-117.410752,NCTD,,F-N/B,,,33.34425618,-117.41074
5421,NCTD_22061,22061,22061,Monroe St & Ave Of Trees,33.169634,-117.334104,NCTD,,N-S/B,,,33.16962919,-117.334092
5422,NCTD_22065,22065,22065,Vandegrift Bl & Base Stables,33.289193,-117.30674,NCTD,,M-Special_Loc,,,33.28918818,-117.306728
5423,NCTD_22066,22066,22066,El Camino Real & Cannon Rd,33.149055,-117.296461,NCTD,,F-E/B,ecrcaS,,33.14905019,-117.296449
5424,NCTD_22067,22067,22067,Vandegrift Bl & San Luis Rey Gate,33.279748,-117.298792,NCTD,,N-S/B,,,33.27974318,-117.29878
5425,NCTD_22069,22069,22069,N Torrey Pines Rd & Torrey Pines State Beach,32.935521,-117.260572,NCTD,,M-Special_Loc,,,32.93551622,-117.2605601
5426,NCTD_22070,22070,22070,Stevens Av & Nardo Av (La Colonia Park),32.985903,-117.260068,NCTD,,N-S/B,,,32.98589821,-117.2600561
